"col-6 href","min-wid-img-mobile-custom-table src","hash-tag","hash-tag 2","offer-header","offer-content","offer-content 2","grid-topic-product-sku","fw-bold-1","grid-product-name","text-danger","text-danger 2","h4-pall","btn","h4-pall 2","h4-pall 3","text-white","text-secondary","h4-pall 4","h4-pall 5"
"https://www.cnypharmacy.com/product/0311","https://manager.cnypharmacy.com/uploads/product_photo/0311.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0311","SARA เม็ดรี 50 TABLETS [TNP-ANTACIL] ชนิดขวด","ซื้อ 2 ขวด[50เม็ด] ขึ้นไป","ลดขวด[50เม็ด] ละ 1.00 บาท","65.00 -/ ขวด[50เม็ด]","ซื้อเลย","65.00.-/","ขวด[50เม็ด]","ลดเหลือ 64.00 / ขวด[50เม็ด]","PARACETAMOL","",""
"https://www.cnypharmacy.com/product/4180","https://manager.cnypharmacy.com/uploads/product_photo/1679706515_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","4180","SATOGESIC GEL 35G [DKS-EISAI] #แพ็ค[10หลอด]","ซื้อยกแพ็ค 1 หลอด[35 G]","ลดเพิ่มแพ็คละ 6 บาท","176.00 -/ หลอด[35 G]","ซื้อเลย","176.00.-/","หลอด[35 G]","ลดเหลือ 170.00 / หลอด[35 G]","","",""
"https://www.cnypharmacy.com/product/5064","https://manager.cnypharmacy.com/uploads/product_photo/1692344466_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","5064","SCOTT'S EMULSION ORANGE 200ML [ZPL-GSK CONSUMER]","ซื้อ 2 ขวด[200ML] ขึ้นไป","ลดขวด[200ML] ละ 2.00 บาท","88.00 -/ ขวด[200ML]","ซื้อเลย","88.00.-/","ขวด[200ML]","ลดเหลือ 86.00 / ขวด[200ML]","VITAMIN A - CALCIUM & VITAMIN D","",""
"https://www.cnypharmacy.com/product/2140","https://manager.cnypharmacy.com/uploads/product_photo/2140.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2140","SELFIDE SELENIUM 120ML [TOC-01] ขวดใหญ่","ซื้อ 2 ขวด[120ML] ขึ้นไป","ลดขวด[120ML] ละ 3.50 บาท","72.00 -/ ขวด[120ML]","ซื้อเลย","72.00.-/","ขวด[120ML]","ลดเหลือ 68.50 / ขวด[120ML]","SELENIUM SULFIDE","",""
"https://www.cnypharmacy.com/product/2141","https://manager.cnypharmacy.com/uploads/product_photo/2141.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2141","SELFIDE SELENIUM 60ML [TOC-01] ขวดเล็ก","ซื้อ 2 ขวด[60ML] ขึ้นไป","ลดขวด[60ML] ละ 2.25 บาท","43.00 -/ ขวด[60ML]","ซื้อเลย","43.00.-/","ขวด[60ML]","ลดเหลือ 40.75 / ขวด[60ML]","SELENIUM SULFIDE","",""
"https://www.cnypharmacy.com/product/6313","https://manager.cnypharmacy.com/uploads/product_photo/1766804302_1.png","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","6313","SENNA 2X20'S [BIO-01]","ซื้อยกแพ็ค 3 กล่อง[2แผง]","ลดเพิ่มแพ็คละ 3 บาท","32.00 -/ กล่อง[2แผง]","ซื้อเลย","32.00.-/","กล่อง[2แผง]","ลดเหลือ 31.00 / กล่อง[2แผง]","SENNA LEAVES","",""
"https://www.cnypharmacy.com/product/0718","https://manager.cnypharmacy.com/uploads/product_photo/0718.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0718","SENOKOT 3X20'S [DKS-RECKITT]","ซื้อยกแพ็ค 2 กล่อง[3แผง]","ลดเพิ่มแพ็คละ 4 บาท","155.00 -/ กล่อง[3แผง]","ซื้อเลย","155.00.-/","กล่อง[3แผง]","ลดเหลือ 153.00 / กล่อง[3แผง]","SENNOSIDES B","",""
"https://www.cnypharmacy.com/product/2966","https://manager.cnypharmacy.com/uploads/product_photo/1667552691_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2966","SENOLAX 3X20'S [SPS]","ซื้อยกแพ็ค 3 กล่อง[3แผง]","ลดเพิ่มแพ็คละ 3 บาท","56.00 -/ กล่อง[3แผง]","ซื้อเลย","56.00.-/","กล่อง[3แผง]","ลดเหลือ 55.00 / กล่อง[3แผง]","SENNA","",""
"https://www.cnypharmacy.com/product/2689","https://manager.cnypharmacy.com/uploads/product_photo/1683013800_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2689","SET ACCU-CHEK GUIDE [DKS-ACCUCHEK] แบบชุด","ซื้อ 3 SET ขึ้นไป","ลดSET ละ 10.00 บาท","2194.00 -/ SET","ซื้อเลย","2194.00.-/","SET","ลดเหลือ 2,184.00 / SET","ชุุดตรวจไกด์ + แถบตรวจ 25 + เข็ม 24+กระเป๋าพีวีซี","",""
"https://www.cnypharmacy.com/product/2201","https://manager.cnypharmacy.com/uploads/product_photo/2201.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2201","SEVEN SEAS MULTI-VITAMIN SYRUP WITH LYSINE 100ML [DKS-P&G]","ซื้อ 2 ขวด[100ML] ขึ้นไป","ลดขวด[100ML] ละ 8.00 บาท","152.00 -/ ขวด[100ML]","ซื้อเลย","152.00.-/","ขวด[100ML]","ลดเหลือ 144.00 / ขวด[100ML]","MULTIVITAMINS","",""
"https://www.cnypharmacy.com/product/3579","https://manager.cnypharmacy.com/uploads/product_photo/3579.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3579","SIA-MOX SYRUP 125MG 60ML [SIA] ขวดฟ้า","ซื้อ 2 ขวด[60ML] ขึ้นไป","ลดขวด[60ML] ละ 3.00 บาท","55.00 -/ ขวด[60ML]","ซื้อเลย","55.00.-/","ขวด[60ML]","ลดเหลือ 52.00 / ขวด[60ML]","AMOXICILLIN","",""
"https://www.cnypharmacy.com/product/6868","https://manager.cnypharmacy.com/uploads/product_photo/1739584804_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","6868","SIALEXIN 250MG 10X10'S [SIA]","ซื้อ 2 กล่อง[10แผง] ขึ้นไป","ลดกล่อง[10แผง] ละ 13.00 บาท","312.00 -/ กล่อง[10แผง]","ซื้อเลย","","","","CEPHALEXIN","312.00.-/","กล่อง[10แผง]"
"https://www.cnypharmacy.com/product/1517","https://manager.cnypharmacy.com/uploads/product_photo/1517.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1517","SIALEXIN SUSPENSION 125MG 60ML [SIA] รสแอพริคอทสตอเบอรี่","ซื้อ 2 ขวด[60ML] ขึ้นไป","ลดขวด[60ML] ละ 2.00 บาท","56.00 -/ ขวด[60ML]","ซื้อเลย","56.00.-/","ขวด[60ML]","ลดเหลือ 54.00 / ขวด[60ML]","CEPHALEXIN","",""
"https://www.cnypharmacy.com/product/0544","https://manager.cnypharmacy.com/uploads/product_photo/0544.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0544","SIAMFORMET 500MG 10X10'S [SIA] กล่องแดง","ซื้อ 3 กล่อง[10แผง] ขึ้นไป","ลดกล่อง[10แผง] ละ 5.00 บาท","108.00 -/ กล่อง[10แผง]","ซื้อเลย","108.00.-/","กล่อง[10แผง]","ลดเหลือ 103.00 / กล่อง[10แผง]","METFORMIN","",""
"https://www.cnypharmacy.com/product/0545","https://manager.cnypharmacy.com/uploads/product_photo/0545.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0545","SIAMFORMET 850MG 10X10'S [SIA] กล่องแดง","ซื้อ 2 กล่อง[10แผง] ขึ้นไป","ลดกล่อง[10แผง] ละ 9.00 บาท","199.00 -/ กล่อง[10แผง]","ซื้อเลย","199.00.-/","กล่อง[10แผง]","ลดเหลือ 190.00 / กล่อง[10แผง]","METFORMIN","",""
"https://www.cnypharmacy.com/product/7692","https://manager.cnypharmacy.com/uploads/product_photo/1772186917_1.png","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","7692","SIANGPURE HERBAL LOZENGES ยาอมสมุนไพร เซียงเพียว 24X30'S [TMA-OTC4]","ซื้อยกแพ็ค 3 ซอง[30เม็ด]","ลดเพิ่มแพ็คละ 3.7800000000000002 บาท","348.00 -/ กล่อง[24ซอง]","ซื้อเลย","348.00.-/","กล่อง[24ซอง]","","","15.00.-/","ซอง[30เม็ด]"
"https://www.cnypharmacy.com/product/4118","https://manager.cnypharmacy.com/uploads/product_photo/4118.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","4118","SIDORY 4MG 3X10'S [FCP-B.GRIMM-02] เคลือบฟิล์ม","ซื้อ 2 กล่อง[3แผง] ขึ้นไป","ลดกล่อง[3แผง] ละ 2.00 บาท","342.00 -/ กล่อง[3แผง]","ซื้อเลย","342.00.-/","กล่อง[3แผง]","ลดเหลือ 340.00 / กล่อง[3แผง]","SILODOSIN","",""
"https://www.cnypharmacy.com/product/1382","https://manager.cnypharmacy.com/uploads/product_photo/1382.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1382","SIDUOL 3X10'S [DKS-EISAI]","ซื้อ 2 กล่อง[3แผง] ขึ้นไป","ลดกล่อง[3แผง] ละ 1.50 บาท","109.00 -/ กล่อง[3แผง]","ซื้อเลย","109.00.-/","กล่อง[3แผง]","ลดเหลือ 107.50 / กล่อง[3แผง]","LYSOZYME","",""
"https://www.cnypharmacy.com/product/2145","https://manager.cnypharmacy.com/uploads/product_photo/2145.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2145","SILVERDERM CREAM 25G [TOC-03]#แพ็ค[6หลอด]","ซื้อ 2 หลอด[25G] ขึ้นไป","ลดหลอด[25G] ละ 2.00 บาท","30.00 -/ หลอด[25G]","ซื้อเลย","30.00.-/","หลอด[25G]","ลดเหลือ 28.00 / หลอด[25G]","SILVER SULFADIAZINE","",""
"https://www.cnypharmacy.com/product/0291","https://manager.cnypharmacy.com/uploads/product_photo/0291.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0291","SIMOYIAM CAPSULE 10X10'S [SIA]","ซื้อ 2 กล่อง[10แผง] ขึ้นไป","ลดกล่อง[10แผง] ละ 1.50 บาท","115.00 -/ กล่อง[10แผง]","ซื้อเลย","115.00.-/","กล่อง[10แผง]","ลดเหลือ 113.50 / กล่อง[10แผง]","FLUNARIZINE","",""
"https://www.cnypharmacy.com/product/0516","https://manager.cnypharmacy.com/uploads/product_photo/0516.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0516","RETEN FIVE 30ML [TOC-01]","ซื้อ 2 ขวด[30ML] ขึ้นไป","ลดขวด[30ML] ละ 10.50 บาท","144.00 -/ ขวด[30ML]","ซื้อเลย","144.00.-/","ขวด[30ML]","ลดเหลือ 133.50 / ขวด[30ML]","MINOXIDIL","",""
"https://www.cnypharmacy.com/product/7145","https://manager.cnypharmacy.com/uploads/product_photo/1747453025_1.png","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","7145","REVITAN 30'S [DKL-RANBAXY]","ซื้อ 2 ขวด[30เม็ด] ขึ้นไป","ลดขวด[30เม็ด] ละ 3.00 บาท","163.00 -/ ขวด[30เม็ด]","ซื้อเลย","163.00.-/","ขวด[30เม็ด]","ลดเหลือ 160.00 / ขวด[30เม็ด]","","",""
"https://www.cnypharmacy.com/product/3574","https://manager.cnypharmacy.com/uploads/product_photo/3574.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3574","RHEUTRIL-1500 30X4G [TMA-OTC1] กลิ่นส้ม","ซื้อยกแพ็ค 3 กล่อง[30ซอง]","ลดเพิ่มแพ็คละ 15 บาท","195.00 -/ กล่อง[30ซอง]","ซื้อเลย","195.00.-/","กล่อง[30ซอง]","ลดเหลือ 190.00 / กล่อง[30ซอง]","GLUCOSAMINE SULFATE","",""
"https://www.cnypharmacy.com/product/2541","https://manager.cnypharmacy.com/uploads/product_photo/1668061612_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2541","ROBERT MASSAGE OIL 2OZ [NEO]","ซื้อยกแพ็ค 3 ขวด","ลดเพิ่มแพ็คละ 9 บาท","50.00 -/ ขวด","ซื้อเลย","50.00.-/","ขวด","ลดเหลือ 47.00 / ขวด","การบูร, เมทิล ซาลิไซเลต","",""
"https://www.cnypharmacy.com/product/2542","https://manager.cnypharmacy.com/uploads/product_photo/1668061602_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2542","ROBERT MASSAGE OIL 4OZ [NEO]","ซื้อยกแพ็ค 3 ขวด","ลดเพิ่มแพ็คละ 15 บาท","75.00 -/ ขวด","ซื้อเลย","75.00.-/","ขวด","ลดเหลือ 70.00 / ขวด","การบูร, เมทิล ซาลิไซเลต","",""
"https://www.cnypharmacy.com/product/4101","https://manager.cnypharmacy.com/uploads/product_photo/4101.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","4101","ROCKI GEL 35G [BKD-01] [ #แพ็ค10หลอด]","ซื้อยกแพ็ค 3 หลอด[35 G]","ลดเพิ่มแพ็คละ 6 บาท","26.00 -/ หลอด[35 G]","ซื้อเลย","26.00.-/","หลอด[35 G]","ลดเหลือ 24.00 / หลอด[35 G]","PIROXICAM","",""
"https://www.cnypharmacy.com/product/3531","https://manager.cnypharmacy.com/uploads/product_photo/3531.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3531","RONTIN 300MG. 10'S. [BIO-02]","ซื้อยกแพ็ค 3 กล่อง[10 แผง]","ลดเพิ่มแพ็คละ 105 บาท","341.00 -/ กล่อง[10 แผง]","ซื้อเลย","341.00.-/","กล่อง[10 แผง]","ลดเหลือ 306.00 / กล่อง[10 แผง]","GABAPENTIN","",""
"https://www.cnypharmacy.com/product/3532","https://manager.cnypharmacy.com/uploads/product_photo/3532.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3532","RONTIN 600MG. 10'S. [BIO-02]","ซื้อยกแพ็ค 3 กล่อง[10 แผง]","ลดเพิ่มแพ็คละ 105 บาท","645.00 -/ กล่อง[10 แผง]","ซื้อเลย","645.00.-/","กล่อง[10 แผง]","ลดเหลือ 610.00 / กล่อง[10 แผง]","GABAPENTIN","",""
"https://www.cnypharmacy.com/product/1266","https://manager.cnypharmacy.com/uploads/product_photo/1266.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1266","ROSIL TOPICAL SOLUTION 10ML [SIA]","ซื้อ 2 ขวด[10ML] ขึ้นไป","ลดขวด[10ML] ละ 0.50 บาท","40.00 -/ ขวด[10ML]","ซื้อเลย","40.00.-/","ขวด[10ML]","ลดเหลือ 39.50 / ขวด[10ML]","CLINDAMYCIN","",""
"https://www.cnypharmacy.com/product/0066","https://manager.cnypharmacy.com/uploads/product_photo/0066.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0066","ROXIFEN 1000 CAPSULE [TOC-02] แคปซูลฟ้า-แดง","ซื้อ 2 กระป๋อง[1000เม็ด] ขึ้นไป","ลดกระป๋อง[1000เม็ด] ละ 7.00 บาท","264.00 -/ กระป๋อง[1000เม็ด]","ซื้อเลย","264.00.-/","กระป๋อง[1000เม็ด]","ลดเหลือ 257.00 / กระป๋อง[1000เม็ด]","PIROXICAM","",""
"https://www.cnypharmacy.com/product/4100","https://manager.cnypharmacy.com/uploads/product_photo/1675321291_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","4100","ROXITHROXYL 10X10'S [BKD-01]","ซื้อยกแพ็ค 3 กล่อง[10แผง]","ลดเพิ่มแพ็คละ 27 บาท","161.00 -/ กล่อง[10แผง]","ซื้อเลย","161.00.-/","กล่อง[10แผง]","ลดเหลือ 152.00 / กล่อง[10แผง]","ROXITHROMYCIN","",""
"https://www.cnypharmacy.com/product/1695","https://manager.cnypharmacy.com/uploads/product_photo/1695.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1695","ROXYCAN-FORTE 20 10X10'S [TMA-OTC1] แคปซูลฟ้า-เหลือง","ซื้อยกแพ็ค 3 กล่อง[10แผง]","ลดเพิ่มแพ็คละ 15 บาท","85.00 -/ กล่อง[10แผง]","ซื้อเลย","85.00.-/","กล่อง[10แผง]","ลดเหลือ 80.00 / กล่อง[10แผง]","PIROXICAM","",""
"https://www.cnypharmacy.com/product/1869","https://manager.cnypharmacy.com/uploads/product_photo/1869.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1869","SALBUTAMOL 1000'S [ANB]","ซื้อ 2 กระป๋อง[1000เม็ด] ขึ้นไป","ลดกระป๋อง[1000เม็ด] ละ 2.00 บาท","137.00 -/ กระป๋อง[1000เม็ด]","ซื้อเลย","137.00.-/","กระป๋อง[1000เม็ด]","ลดเหลือ 135.00 / กระป๋อง[1000เม็ด]","SALBUTAMOL","",""
"https://www.cnypharmacy.com/product/4379","https://manager.cnypharmacy.com/uploads/product_photo/1683264404_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","4379","SALDA INHALE 20TUBES X 2.5ML [POS-01]","ซื้อยกแพ็ค 3 กล่อง[20หลอด]","ลดเพิ่มแพ็คละ 54 บาท","207.00 -/ กล่อง[20หลอด]","ซื้อเลย","207.00.-/","กล่อง[20หลอด]","ลดเหลือ 189.00 / กล่อง[20หลอด]","SALBUTAMOL","",""
"https://www.cnypharmacy.com/product/0103","https://manager.cnypharmacy.com/uploads/product_photo/0103.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0103","SALMOL EPECTORANCT 60ML [BIO-03] ฟ้า","ซื้อยกแพ็ค 3 ขวด[60ML]","ลดเพิ่มแพ็คละ 3 บาท","17.00 -/ ขวด[60ML]","ซื้อเลย","17.00.-/","ขวด[60ML]","ลดเหลือ 16.00 / ขวด[60ML]","GUAIFENESIN 50 MG/5 ML + SALBUTAMOL 1 MG/5 ML","",""
"https://www.cnypharmacy.com/product/0102","https://manager.cnypharmacy.com/uploads/product_photo/0102.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0102","SALMOL SYRUP 60ML [BIO-03] ชมพู","ซื้อยกแพ็ค 3 ขวด[60ML]","ลดเพิ่มแพ็คละ 3 บาท","17.00 -/ ขวด[60ML]","ซื้อเลย","17.00.-/","ขวด[60ML]","ลดเหลือ 16.00 / ขวด[60ML]","SALBUTAMOL 2 MG/5 ML","",""
"https://www.cnypharmacy.com/product/4876","https://manager.cnypharmacy.com/uploads/product_photo/1691120813_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","4876","SALONPAS CREAM 30G [MON]","ซื้อยกแพ็ค 6 หลอด[30G]","ลดเพิ่มแพ็คละ 6 บาท","33.00 -/ หลอด[30G]","ซื้อเลย","33.00.-/","หลอด[30G]","ลดเหลือ 32.00 / หลอด[30G]","METHYL SALICYLATE","",""
"https://www.cnypharmacy.com/product/4877","https://manager.cnypharmacy.com/uploads/product_photo/1691547521_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","4877","SALONPAS PAIN RELIEF PATCH 7X10CM 5แผ่น/กล่อง [MON]","ซื้อ 2 กล่อง[5แผ่น] ขึ้นไป","ลดกล่อง[5แผ่น] ละ 6.00 บาท","115.00 -/ กล่อง[5แผ่น]","ซื้อเลย","","","","METHYL SALICYLATE","115.00.-/","กล่อง[5แผ่น]"
"https://www.cnypharmacy.com/product/2198","https://manager.cnypharmacy.com/uploads/product_photo/1666842380_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2198","SAMARIN 140MG 10X10'S [BER] กล่องแดง ""สินค้าล็อตใหม่""","ซื้อยกแพ็ค 3 กล่อง[10]","ลดเพิ่มแพ็คละ 24 บาท","531.00 -/ กล่อง[10]","ซื้อเลย","531.00.-/","กล่อง[10]","ลดเหลือ 523.00 / กล่อง[10]","SILYMARIN 140 MG","",""
"https://www.cnypharmacy.com/product/2452","https://manager.cnypharmacy.com/uploads/product_photo/1668064303_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2452","SAMARIN 70MG 10X10'S [BER] กล่องม่วง ""สินค้าล็อตใหม่""","ซื้อยกแพ็ค 3 กล่อง[10]","ลดเพิ่มแพ็คละ 12 บาท","275.00 -/ กล่อง[10]","ซื้อเลย","275.00.-/","กล่อง[10]","ลดเหลือ 271.00 / กล่อง[10]","SILYMARIN 70MG","",""
"https://www.cnypharmacy.com/product/6872","https://manager.cnypharmacy.com/uploads/product_photo/1768469487_1.png","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","6872","SAMNIR 100MG 1X10'S [SIA]","ซื้อ 2 กล่อง[1แผง] ขึ้นไป","ลดกล่อง[1แผง] ละ 8.50 บาท","144.00 -/ กล่อง[1แผง]","ซื้อเลย","144.00.-/","กล่อง[1แผง]","ลดเหลือ 135.50 / กล่อง[1แผง]","CEFDINIR","",""
"https://www.cnypharmacy.com/product/0315","https://manager.cnypharmacy.com/uploads/product_photo/0315.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0315","SARA SYRUP 120MG 60ML [TNP-ANTACIL] รสสตรอเบอรรี่","ซื้อ 3 ขวด[60ML] ขึ้นไป","ลดขวด[60ML] ละ 3.50 บาท","31.00 -/ ขวด[60ML]","ซื้อเลย","31.00.-/","ขวด[60ML]","ลดเหลือ 27.50 / ขวด[60ML]","PARACETAMOL","346.00.-/","โหล[12ขวด]"
"https://www.cnypharmacy.com/product/0313","https://manager.cnypharmacy.com/uploads/product_photo/0313.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0313","SARA SYRUP 120MG 60ML [TNP-SARA] รสทับทิม","ซื้อ 3 ขวด[60ML] ขึ้นไป","ลดขวด[60ML] ละ 1.25 บาท","27.00 -/ ขวด[60ML]","ซื้อเลย","27.00.-/","ขวด[60ML]","ลดเหลือ 25.75 / ขวด[60ML]","PARACETAMOL","325.00.-/","โหล[12ขวด]"
"https://www.cnypharmacy.com/product/0318","https://manager.cnypharmacy.com/uploads/product_photo/0318.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0318","SARA SYRUP 250MG 60ML [TNP-ANTACIL] รสส้ม","ซื้อ 3 ขวด[60ML] ขึ้นไป","ลดขวด[60ML] ละ 1.00 บาท","37.00 -/ ขวด[60ML]","ซื้อเลย","37.00.-/","ขวด[60ML]","ลดเหลือ 36.00 / ขวด[60ML]","PARACETAMOL","435.00.-/","โหล[12ขวด]"
"https://www.cnypharmacy.com/product/0317","https://manager.cnypharmacy.com/uploads/product_photo/0317.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0317","SARA SYRUP 250MG 60ML [TNP-NEOTICA] รสสตรอเบอรรี่","ซื้อ 3 ขวด[60ML] ขึ้นไป","ลดขวด[60ML] ละ 1.00 บาท","37.00 -/ ขวด[60ML]","ซื้อเลย","37.00.-/","ขวด[60ML]","ลดเหลือ 36.00 / ขวด[60ML]","PARACETAMOL","437.50.-/","โหล[12ขวด]"
